rainfall_mm,rolling_rainfall_24h,rolling_rainfall_72h,soil_moisture_pct,slope_angle_deg,elevation_m,avg_neighbor_risk,landslide_occurred
56.38,93.75,216.22,47.9,6.56,1506.32,19.23,0
154.87,186.07,217.24,63.12,31.67,853.42,58.23,1
138.54,259.23,340.63,56.83,13.01,776.18,36.39,0
38.78,207.98,341.7,47.16,11.6,152.42,33.76,0
177.91,188.76,270.64,46.99,34.29,273.93,44.31,1
53.22,85.26,171.8,49.27,19.61,1365.35,21.12,0
58.52,134.54,161.16,46.6,25.72,1153.48,34.96,0
12.98,68.34,124.06,47.93,21.92,997.87,25.34,0
44.47,117.59,225.7,46.94,35.47,1763.63,40.73,1
63.06,102.59,176.83,48.42,27.1,1132.6,24.53,0
84.86,178.14,207.61,50.35,50.28,899.76,33.23,1
29.47,78.2,210.77,56.59,21.56,464.45,24.73,0
40.15,97.92,170.17,35.96,39.79,1750.34,38.9,1
180.26,195.16,280.93,47.97,17.09,1273.68,27.77,1
132.96,178.02,209.43,59.05,28.91,330.3,35.39,1
148.16,224.76,249.08,35.43,30.97,1415.35,35.4,1
66.73,119.88,208.47,44.58,20.47,978.89,31.36,0
86.5,133.1,295.98,46.82,27.17,1732.2,30.69,1
102.76,163.17,293.44,59.82,18.13,1941.88,34.43,0
178.68,227.2,346.98,46.79,5.28,1320.91,24.07,0
19.58,60.14,153.34,31.19,15.14,1576.64,8.28,0
47.8,126.07,161.44,49.93,37.9,260.35,33.53,0
81.45,119.85,136.17,44.98,41.24,1242.5,47.24,0
73.47,87.47,377.32,42.15,18.17,1622.91,27.53,0
39.77,156.83,228.84,37.96,24.18,1118.69,32.63,0
97.21,122.64,179.38,64.67,6.76,1307.42,23.89,0
49.19,59.48,144.32,38.35,16.14,1902.95,38.91,0
69.94,135.78,179.03,37.39,41.62,536.29,34.46,0
94.48,221.6,282.65,45.98,33.48,341.58,36.23,1
50.88,117.84,327.49,63.0,14.67,1496.76,24.03,1
113.85,219.89,319.89,64.37,17.1,1754.56,43.38,1
126.95,146.29,260.21,48.01,43.39,1808.46,38.61,1
40.91,55.11,131.12,21.34,14.83,1401.21,15.77,0
48.94,80.88,231.98,58.51,20.71,1774.77,15.03,0
33.05,121.67,270.5,47.0,36.22,1516.3,49.09,0
68.9,131.66,202.5,60.07,31.37,320.38,43.28,0
84.82,150.93,232.61,49.81,26.66,1635.98,40.21,0
54.4,100.98,266.32,56.16,47.29,499.75,35.5,1
83.29,115.74,200.36,33.95,15.33,611.39,29.08,1
48.01,96.18,161.97,49.76,39.85,919.57,22.67,0
49.14,86.5,155.25,39.61,12.48,763.41,19.59,0
87.68,118.32,179.08,31.53,33.94,777.22,35.44,1
51.5,107.98,191.96,38.94,45.92,480.06,44.43,0
66.4,100.99,163.0,23.62,26.52,723.05,32.41,1
89.7,141.55,225.4,34.19,39.04,188.34,40.27,1
82.5,88.18,139.93,36.22,43.56,1072.18,20.93,0
48.5,97.22,198.4,58.93,11.39,1648.75,26.0,0
134.93,169.34,279.27,37.3,38.17,1831.38,44.63,1
18.64,128.54,249.61,53.02,48.23,1749.84,40.44,1
2.25,12.05,123.15,28.45,32.09,962.09,15.93,0
99.87,145.91,290.51,59.15,13.75,1574.33,42.36,1
81.46,158.7,246.65,45.57,10.97,711.39,34.93,0
29.62,68.16,151.57,53.88,17.21,258.35,27.34,0
74.67,108.15,164.35,51.39,9.87,1468.14,12.84,0
43.82,120.88,248.54,44.49,29.13,1415.15,15.98,0
95.31,156.97,215.48,51.68,8.28,1713.18,27.24,0
3.06,68.08,91.71,23.1,15.5,1351.41,19.11,0
57.95,88.63,143.13,45.04,25.68,455.94,23.14,0
46.95,74.54,207.78,32.76,27.27,1813.67,40.95,1
114.11,166.01,284.32,50.07,31.57,1373.14,47.05,1
13.45,94.99,190.05,35.09,38.16,1724.84,38.56,0
71.5,83.78,341.15,63.77,7.22,1659.51,30.2,0
99.1,138.72,240.19,52.47,8.79,730.84,23.7,0
198.71,227.34,276.14,56.34,7.86,295.38,30.87,0
49.03,92.41,138.39,37.79,24.89,494.18,18.45,0
85.77,158.01,269.02,37.16,6.97,331.08,27.76,0
14.35,35.41,214.88,51.02,40.07,624.65,32.79,1
69.07,135.74,218.49,53.93,15.48,1046.09,36.37,0
140.98,172.52,275.78,69.03,49.14,1918.28,54.43,1
199.87,290.34,396.76,73.44,27.86,1850.44,40.97,1
91.04,113.21,376.12,65.76,25.98,1551.27,44.44,1
18.54,99.3,239.21,53.64,41.69,197.02,36.12,1
154.79,168.43,327.82,50.19,38.52,815.71,59.73,1
18.69,68.06,115.58,20.49,33.54,1480.58,41.78,0
27.3,94.96,153.34,27.99,48.95,401.61,46.44,1
162.79,185.48,241.05,50.56,24.85,1712.12,45.44,0
65.71,95.14,166.85,39.88,43.0,1933.42,39.53,0
45.09,88.84,175.46,52.93,22.86,840.5,32.99,0
107.73,141.11,240.21,46.82,44.4,1526.39,54.45,1
77.36,104.54,183.81,51.35,17.2,439.0,24.06,0
133.32,211.19,265.95,54.5,18.6,1497.09,31.67,0
79.74,176.52,217.71,46.54,36.86,191.84,45.91,0
80.94,173.9,278.97,35.75,15.0,444.0,35.09,0
130.44,190.27,313.38,51.94,15.77,1534.27,26.92,1
65.1,130.81,204.45,51.2,19.35,1538.11,9.45,0
35.36,54.84,81.39,55.18,36.91,1400.27,26.85,0
111.61,152.33,291.42,48.83,46.8,1080.86,33.16,1
56.48,102.98,174.72,57.17,36.7,1466.07,27.2,0
83.96,137.24,170.4,37.22,43.91,1658.91,32.13,0
11.42,64.02,146.14,51.26,30.55,2034.64,24.74,0
63.29,107.12,251.64,53.63,8.24,1882.85,30.38,0
47.47,106.82,170.95,33.5,9.72,1699.34,26.96,0
11.05,61.96,74.57,23.95,31.06,1504.78,28.3,0
64.67,115.5,184.97,33.26,20.41,1269.6,31.18,1
66.17,90.21,143.24,34.42,15.37,385.19,25.21,0
87.93,103.53,194.66,51.34,26.91,472.84,10.77,0
139.54,193.01,276.29,48.82,36.33,1749.55,42.6,1
126.01,156.5,217.24,58.39,23.09,1716.46,15.78,0
49.93,74.94,133.39,29.55,42.72,1348.19,39.71,0
78.45,147.33,315.78,63.01,39.71,1005.74,30.77,1
96.16,137.21,247.86,56.84,39.54,200.76,40.87,1
50.98,157.34,265.97,54.28,51.3,788.0,55.11,1
20.29,84.14,218.78,46.43,18.88,970.25,18.79,0
59.97,82.74,154.12,40.3,35.3,1097.34,40.43,0
143.11,212.59,406.13,72.61,45.21,1962.18,61.64,1
19.41,76.76,176.45,31.16,32.24,361.98,35.62,0
32.53,54.55,143.05,36.09,42.11,1161.79,41.58,0
38.3,65.84,164.8,31.02,24.48,867.45,24.17,0
32.83,100.03,169.37,48.87,32.75,2080.69,33.57,0
108.02,115.74,170.37,56.45,7.62,1830.63,17.43,0
43.69,48.39,200.78,40.69,51.33,1005.63,45.76,0
109.84,158.58,197.33,47.7,42.6,2099.41,34.98,0
71.44,117.54,158.56,24.82,45.83,1152.42,29.45,1
15.33,67.3,144.79,56.96,37.63,475.88,30.74,0
51.79,97.98,145.81,39.02,13.74,1233.96,16.05,0
128.33,187.14,213.74,41.2,6.46,591.1,14.01,0
76.87,174.54,214.63,52.15,45.64,1390.81,50.3,1
54.66,97.78,146.5,33.74,23.63,1978.01,15.79,0
144.16,155.46,257.74,37.27,17.4,1683.09,28.4,0
29.98,36.67,110.6,30.35,31.4,682.67,36.46,0
44.9,77.59,215.6,36.47,24.78,728.87,38.31,0
120.99,154.37,192.98,34.76,35.63,285.11,45.58,1
106.63,119.96,163.09,52.29,27.74,707.44,24.15,0
27.95,31.58,124.97,40.39,37.77,330.62,38.31,0
94.09,124.88,178.05,40.8,45.11,1123.93,31.92,1
43.15,169.85,237.04,54.05,14.19,1531.28,24.09,0
10.48,67.58,108.01,56.71,20.48,1614.8,18.94,0
55.43,109.02,147.6,29.37,25.53,266.08,21.78,0
207.55,245.21,297.11,67.99,50.22,812.91,49.52,1
129.7,162.35,304.92,65.21,22.17,711.93,32.22,1
67.13,128.38,160.99,27.57,22.91,353.39,17.96,0
18.32,33.23,185.13,41.04,35.71,856.82,42.16,0
10.85,159.55,294.61,52.63,24.7,733.67,35.46,0
71.59,87.6,148.23,51.49,49.71,1387.27,42.55,0
90.17,155.37,238.46,46.21,47.04,1872.44,47.42,1
108.81,126.24,224.05,50.84,29.13,1036.94,34.72,0
101.09,148.15,267.64,54.27,35.3,1606.0,42.0,1
106.56,176.7,219.79,51.14,7.73,434.72,18.68,1
83.2,92.33,219.74,62.72,37.7,1895.18,50.45,1
142.26,161.5,248.58,67.14,38.24,447.56,47.67,1
47.4,67.81,112.99,38.39,21.88,524.6,21.75,0
70.87,105.75,193.39,56.45,15.33,357.6,20.12,0
15.39,66.84,111.7,25.67,48.01,753.88,36.23,0
46.66,175.06,256.41,36.9,25.06,1227.2,37.61,0
127.51,154.85,217.19,49.56,35.72,2076.59,49.72,1
104.43,227.46,317.84,55.65,6.57,1697.07,16.79,0
6.88,62.55,156.01,45.18,24.46,891.85,31.66,0
216.86,232.35,395.82,58.09,43.41,1272.9,64.75,1
77.0,114.8,230.41,40.39,23.22,1365.45,19.32,0
77.97,89.47,193.75,32.43,33.35,1754.32,33.09,0
44.48,77.19,102.66,52.03,14.86,1586.08,8.1,0
51.98,82.9,222.92,52.6,24.58,1260.12,34.91,1
76.43,124.07,188.03,54.37,48.6,1454.91,40.39,1
100.72,166.07,206.52,53.44,31.62,1604.54,33.42,1
85.76,125.87,360.19,55.99,47.39,409.63,52.16,1
47.15,64.36,117.49,33.22,47.39,540.89,43.01,0
34.97,141.04,314.36,46.63,49.37,1492.74,55.03,1
33.11,166.97,265.51,56.89,47.08,1808.33,50.01,0
133.66,170.81,281.85,53.37,5.15,948.06,25.52,0
123.9,177.81,259.58,30.21,48.9,2060.79,53.39,1
94.91,130.48,176.46,54.77,11.46,571.34,18.02,0
133.07,180.99,304.26,63.34,6.88,962.56,40.55,1
63.6,113.42,207.93,44.01,7.6,888.12,10.28,0
117.36,130.9,224.61,56.17,21.4,1964.08,15.88,0
98.06,131.26,217.35,66.98,34.18,706.49,22.34,1
119.33,204.95,275.42,46.82,23.91,1068.04,18.37,1
30.47,111.09,234.86,43.94,6.2,515.11,26.72,0
5.68,38.4,147.75,37.41,27.39,1166.47,31.93,0
82.42,132.94,264.51,45.73,25.78,1821.94,44.97,1
54.09,88.8,161.2,49.77,40.57,742.88,27.98,0
8.54,75.66,144.57,28.46,18.14,1731.04,27.69,0
146.87,155.92,214.91,36.58,15.22,1927.06,25.71,0
124.11,185.49,273.0,34.21,17.03,292.27,32.03,0
87.18,197.99,224.36,33.9,19.28,1625.03,33.4,0
36.68,60.49,357.92,59.68,33.16,647.92,40.69,1
14.73,115.67,170.89,45.83,27.16,491.89,49.81,0
8.4,60.79,221.14,36.07,20.83,1322.19,39.74,0
46.41,86.44,149.54,49.36,22.59,1525.93,20.52,0
107.55,140.06,254.76,57.27,22.43,919.78,23.84,0
54.5,157.81,360.66,48.7,50.7,226.39,56.77,1
95.66,130.47,241.56,50.76,15.95,1921.97,29.15,0
98.71,220.64,417.03,64.91,43.45,1574.96,65.87,1
106.56,219.34,374.46,53.13,38.29,679.75,41.71,1
12.27,41.16,85.13,34.33,5.26,1118.88,11.83,0
39.3,76.17,200.55,40.83,51.68,204.2,33.82,0
94.53,100.8,202.12,64.9,40.55,811.6,42.98,1
166.43,207.47,259.89,45.57,37.08,1168.94,40.88,1
138.81,183.84,331.56,57.27,24.05,1158.59,54.79,1
84.26,176.09,213.89,44.49,31.09,555.96,22.33,0
147.82,264.66,407.07,44.14,16.9,1664.66,51.64,1
83.84,155.42,280.72,55.05,6.67,732.78,11.42,0
18.92,105.72,194.32,41.53,44.29,1281.8,30.53,1
105.43,142.28,199.23,33.86,47.13,679.47,29.81,0
141.74,156.13,279.52,55.41,12.64,979.08,30.55,1
198.02,250.33,271.15,31.39,41.99,554.65,36.14,1
45.44,136.24,186.48,35.37,39.83,1384.37,27.1,1
27.88,29.66,112.18,31.55,13.38,979.89,18.07,0
117.58,164.23,252.88,35.68,24.83,181.43,37.48,1
90.93,98.28,149.33,45.52,24.87,204.92,26.44,0
85.7,107.86,159.73,53.35,40.72,1068.71,35.11,0
149.09,197.15,310.26,43.32,44.37,507.29,64.52,1
117.29,235.39,280.2,53.05,9.45,1290.83,27.85,0
96.48,139.69,206.13,38.87,31.46,945.97,40.78,1
49.8,118.15,155.81,42.4,40.8,1426.12,37.31,1
111.42,163.36,248.6,48.13,41.95,2007.17,35.03,0
26.92,50.28,123.39,37.38,11.96,1181.04,20.83,0
83.69,143.22,162.7,51.47,29.7,1685.39,24.78,0
67.75,81.76,114.41,30.68,45.31,1618.43,35.04,0
18.08,60.82,226.82,36.2,19.97,1947.49,31.44,1
91.1,193.11,246.89,55.81,24.98,567.33,17.97,0
45.52,94.58,197.41,44.22,42.8,1763.29,27.61,0
89.68,141.63,184.48,50.16,9.2,1915.76,26.63,0
33.3,65.98,245.62,46.36,45.4,915.89,40.35,1
118.02,127.79,152.89,45.09,19.62,761.94,18.31,0
182.15,217.89,374.71,56.8,5.07,2006.47,32.48,0
26.92,104.75,193.22,37.55,16.01,1373.88,21.01,0
33.27,90.11,211.68,48.03,9.21,892.32,24.74,0
23.15,37.97,205.34,48.62,9.34,1694.06,20.6,0
59.73,66.65,162.99,51.64,37.56,743.72,36.35,0
88.78,111.91,318.0,63.19,15.06,493.99,27.27,0
107.21,143.23,309.08,52.52,48.93,1210.74,54.09,1
82.61,120.68,240.07,46.48,29.27,1254.11,44.41,1
105.16,143.62,294.87,48.45,26.62,1760.21,33.55,1
66.11,109.0,192.43,50.8,25.41,1041.2,37.0,1
45.12,103.32,149.58,38.39,37.55,1738.44,33.34,0
